year,week,Borough,Housing,Other jurisdiction,Patrol,Transit,18-24,25-44,45-64,65+,<18,Unknown,Female,Male,American indian/alaskan native,Asian / pacific islander,Black,Black hispanic,Other,Unknown.1,White,White hispanic,Domestic,Drug_&_Violence,Noise,Traffic_related,Number_of_persons_injured,Number_of_persons_killed,Backing unsafely,Driver inattention/distraction,Driver inexperience,Failure to yield right-of-way,Fatigued/drowsy,Following too closely,Lost consciousness,Other vehicular,Passing or lane usage improper,Passing too closely,Prescription medication,Traffic control disregarded,Turning improperly,Unsafe lane changing,Unspecified
2014,19,Manhattan,139,71,1607,476,552,1063,540,31,107,0,381,1912,5,104,989,250,0,25,342,578,157,0,1892,323,76.0,0.0,16,90,8,23,50,1,31,41,1,0,25,5,31,0,284
2014,20,Manhattan,105,46,1639,403,510,1005,558,22,98,0,329,1864,3,85,968,236,0,35,333,533,141,0,1804,329,75.0,0.0,26,92,14,29,43,0,28,62,1,0,25,6,43,0,314
2014,21,Manhattan,119,48,1690,370,541,994,559,30,103,0,350,1877,2,74,1007,249,0,32,308,555,175,0,1767,330,48.0,0.0,22,93,15,22,51,0,24,36,0,0,30,11,30,0,248
2014,22,Manhattan,84,44,1556,331,497,891,515,23,89,0,332,1683,7,82,936,201,0,32,274,483,178,0,2072,277,40.0,0.0,22,80,12,28,34,0,28,44,1,0,23,4,25,2,295
2014,23,Manhattan,110,60,1819,443,654,1077,527,23,151,0,391,2041,2,83,1111,275,0,32,332,597,194,0,1933,325,72.0,1.0,21,102,12,33,36,0,32,30,2,0,22,7,41,0,337
2014,24,Manhattan,130,46,1652,351,538,978,487,30,146,0,332,1847,4,77,1004,225,0,31,311,527,155,0,1776,296,58.0,0.0,24,85,19,33,42,0,25,57,0,0,18,2,33,1,260
2014,25,Manhattan,113,57,1650,427,567,1012,539,32,97,0,350,1897,2,85,1071,231,0,31,276,551,178,0,1933,306,91.0,0.0,25,93,16,28,43,0,41,55,0,0,22,2,27,0,286
2014,26,Manhattan,106,48,1578,339,548,886,525,20,92,0,368,1703,0,73,994,194,0,26,302,482,193,0,1651,310,79.0,0.0,16,77,13,22,38,0,32,48,1,0,26,2,33,1,308
2014,27,Manhattan,107,54,1544,335,535,932,458,23,92,0,344,1696,5,71,959,218,0,22,286,479,198,0,1408,215,80.0,0.0,18,71,8,26,46,0,28,28,1,0,19,7,21,1,271
2014,28,Manhattan,127,56,1679,333,536,972,563,28,96,0,364,1831,2,98,1064,231,0,37,262,501,229,0,1520,300,66.0,0.0,24,68,11,31,41,1,28,28,1,0,25,4,32,0,254
2014,29,Manhattan,109,43,1690,386,537,1010,528,36,117,0,401,1827,1,92,1015,212,0,30,347,531,198,0,1582,299,87.0,0.0,16,96,12,29,44,0,23,45,0,0,21,6,33,0,284
2014,30,Manhattan,105,55,1558,338,510,915,521,27,83,0,330,1726,0,95,918,195,0,21,323,504,240,0,1690,314,95.0,0.0,18,104,18,38,37,1,18,22,0,0,16,3,26,0,260
2014,31,Manhattan,99,46,1503,340,462,925,458,37,106,0,356,1632,7,80,911,191,0,40,275,484,202,0,1539,282,79.0,0.0,22,98,11,28,33,0,21,36,0,0,29,4,34,0,298
2014,32,Manhattan,145,64,1649,322,496,991,541,24,128,0,319,1861,3,66,1054,227,0,26,275,529,225,0,1750,281,91.0,0.0,27,82,6,29,35,0,26,38,0,0,23,3,36,0,287
2014,33,Manhattan,139,45,1509,354,530,919,494,22,82,0,380,1667,2,78,952,216,0,27,296,476,226,0,1753,261,66.0,0.0,28,94,10,26,38,0,20,49,0,0,20,9,21,0,234
2014,34,Manhattan,102,32,1508,344,464,902,503,22,95,0,334,1652,5,81,987,180,0,32,263,438,204,0,1671,254,56.0,1.0,23,87,16,31,37,0,19,61,0,0,16,8,35,1,234
2014,35,Manhattan,81,46,1466,264,506,841,412,18,80,0,336,1521,5,106,821,184,0,27,307,407,199,0,1603,250,72.0,1.0,27,73,10,39,31,0,26,62,1,0,12,6,24,0,227
2014,36,Manhattan,120,46,1526,339,466,915,517,36,97,0,361,1670,5,97,962,177,0,26,298,466,239,0,1610,324,62.0,0.0,32,100,5,36,36,0,30,54,0,0,17,10,28,0,217
2014,37,Manhattan,116,48,1471,381,496,898,496,31,95,0,324,1692,6,86,909,177,0,29,332,477,196,0,1697,343,68.0,0.0,18,100,9,27,41,1,21,62,0,0,19,10,47,0,214
2014,38,Manhattan,97,51,1541,358,489,929,491,29,109,0,328,1719,2,97,929,203,0,27,270,519,212,0,2004,388,57.0,0.0,20,105,9,33,60,1,35,73,1,0,33,6,39,1,214
2014,39,Manhattan,96,54,1235,283,424,727,404,24,89,0,317,1351,4,75,736,155,0,17,288,393,199,0,1964,280,55.0,0.0,26,101,11,32,43,0,32,80,1,0,36,7,41,1,206
2014,40,Manhattan,105,57,1484,284,477,869,455,24,105,0,334,1596,4,81,897,184,0,24,306,434,170,0,1840,325,72.0,0.0,23,105,7,29,40,0,28,64,0,0,13,4,34,0,212
2014,41,Manhattan,138,50,1596,377,516,1010,520,20,95,0,323,1838,5,91,1013,193,0,33,292,534,118,0,1880,283,76.0,0.0,18,110,11,18,39,1,38,67,0,0,19,6,44,0,237
2014,42,Manhattan,131,55,1631,386,508,1051,506,30,108,0,355,1848,5,88,992,205,0,21,337,555,154,0,1921,272,84.0,0.0,18,97,7,35,29,0,23,61,0,0,18,5,33,0,217
2014,43,Manhattan,112,62,1521,375,475,935,486,27,147,0,351,1719,2,99,954,194,0,24,279,518,163,0,1767,278,64.0,0.0,25,95,5,33,47,0,38,63,0,0,16,9,31,0,261
2014,44,Manhattan,109,56,1383,321,440,824,473,25,107,0,291,1578,4,86,844,197,0,30,244,464,127,0,1766,304,52.0,0.0,25,111,5,28,46,0,29,78,0,0,25,4,38,1,232
2014,45,Manhattan,123,38,1479,377,491,916,502,22,86,0,330,1687,5,87,941,188,0,23,294,479,144,0,1679,351,45.0,0.0,15,88,9,28,49,0,30,66,0,0,25,5,54,0,183
2014,46,Manhattan,116,54,1509,415,494,997,473,24,106,0,351,1743,1,82,947,202,0,25,312,525,147,0,1786,328,53.0,0.0,19,102,5,33,46,1,27,72,0,0,25,9,31,0,214
2014,47,Manhattan,95,48,1504,391,473,999,464,25,77,0,321,1717,1,71,906,206,0,25,295,534,122,0,1611,311,52.0,0.0,21,102,4,25,48,1,38,110,2,0,16,8,39,0,225
2014,48,Manhattan,87,38,1033,241,366,596,328,16,93,0,280,1119,4,60,620,126,0,32,192,365,107,0,1579,245,43.0,1.0,23,70,6,22,34,0,27,72,0,0,16,3,16,0,184
2014,49,Manhattan,112,34,1292,213,407,828,321,21,74,0,367,1284,1,65,740,126,0,21,341,357,136,0,1563,325,78.0,0.0,25,95,9,37,51,0,29,90,0,0,18,7,46,0,231
2014,50,Manhattan,106,58,1157,238,363,734,352,16,94,0,302,1257,2,68,692,132,0,20,277,368,120,0,1502,324,41.0,0.0,16,105,4,36,43,0,30,89,0,0,26,3,58,0,222
2014,51,Manhattan,87,56,1043,229,330,633,337,16,99,0,285,1130,5,70,615,124,0,22,206,373,126,0,1807,298,45.0,0.0,23,105,11,26,44,0,33,64,0,0,17,4,37,0,224
2014,52,Manhattan,18,44,362,7,98,205,97,5,26,0,115,316,1,14,195,33,0,6,77,105,113,0,1506,206,44.0,0.0,17,60,11,27,36,1,16,46,0,0,24,4,34,0,138
2015,1,Manhattan,13,17,289,3,84,146,66,4,22,0,69,253,0,12,158,26,0,3,65,58,69,0,1173,118,20.0,0.0,7,36,2,6,17,0,9,26,0,0,7,4,13,0,81
2015,2,Manhattan,49,28,856,206,242,542,282,6,67,0,202,937,5,44,501,113,0,11,162,303,70,0,1361,246,50.0,0.0,11,69,15,26,29,0,14,73,0,0,10,7,22,0,211
2015,3,Manhattan,109,50,1445,416,487,941,451,14,127,0,331,1689,2,82,890,208,0,41,270,527,87,0,1344,241,31.0,0.0,16,74,4,17,32,0,26,75,0,0,15,8,37,0,215
2015,4,Manhattan,96,49,1536,439,489,961,493,20,157,0,328,1792,3,93,951,207,0,22,272,572,94,0,1557,283,40.0,0.0,11,85,3,19,25,0,16,61,0,0,16,5,21,0,178
2015,5,Manhattan,125,43,1098,295,349,706,393,18,95,0,259,1302,0,59,713,153,0,12,215,409,85,0,1503,227,32.0,0.0,18,55,6,13,25,0,18,51,0,0,17,4,23,0,162
2015,6,Manhattan,102,57,1261,348,460,784,395,26,103,0,284,1484,2,67,806,184,0,19,242,448,79,0,1357,270,53.0,0.0,14,67,11,17,34,0,22,69,0,0,6,5,34,1,226
2015,7,Manhattan,100,50,1472,350,482,916,431,25,118,0,347,1625,4,63,920,196,0,21,284,484,108,0,1311,296,50.0,1.0,19,88,5,34,34,0,28,72,0,0,11,8,36,1,186
2015,8,Manhattan,96,52,1317,317,443,844,387,32,76,0,309,1473,10,66,831,181,0,20,245,429,81,0,1400,225,38.0,0.0,18,86,11,27,38,0,30,65,0,0,18,6,19,1,197
2015,9,Manhattan,100,54,1344,379,439,883,444,31,80,0,314,1563,8,80,846,173,0,22,279,469,100,0,1399,306,31.0,0.0,12,53,5,10,28,0,14,52,0,0,6,9,18,0,154
2015,10,Manhattan,105,53,1268,306,403,787,430,18,94,0,280,1452,2,64,822,135,0,21,250,438,97,0,1390,286,50.0,0.0,14,94,5,12,47,0,35,65,0,0,6,9,37,0,243
2015,11,Manhattan,147,55,1464,396,506,938,491,27,100,0,362,1700,3,94,1002,170,0,18,289,486,149,0,1588,335,56.0,0.0,18,87,6,25,44,0,29,75,0,0,21,3,35,1,213
2015,12,Manhattan,132,58,1416,343,487,893,418,30,121,0,313,1636,3,81,884,193,0,24,280,484,140,0,1550,308,55.0,0.0,17,97,9,26,41,0,24,81,0,0,12,3,29,0,163
2015,13,Manhattan,106,77,1395,306,454,882,419,17,112,0,325,1559,7,75,853,176,0,26,268,479,118,0,1518,305,47.0,0.0,23,103,13,22,40,0,26,77,1,0,14,3,32,0,173
2015,14,Manhattan,116,66,1297,322,407,838,442,25,89,0,297,1504,3,72,833,162,0,19,256,456,138,0,1816,386,51.0,1.0,19,114,9,30,49,1,28,74,0,0,24,10,54,0,191
2015,15,Manhattan,101,69,1307,348,414,844,458,29,80,0,261,1564,3,71,856,170,0,16,243,466,148,0,2062,376,49.0,0.0,13,92,10,30,47,0,36,66,0,0,22,3,35,0,183
2015,16,Manhattan,108,69,1410,415,470,938,466,27,101,0,357,1645,2,89,900,186,0,26,290,509,186,0,2304,381,62.0,0.0,19,84,13,27,37,2,31,94,0,0,16,5,34,0,180
2015,17,Manhattan,83,72,1428,344,435,896,464,25,107,0,341,1586,2,79,887,201,0,23,299,436,192,0,1917,386,60.0,0.0,17,109,13,12,37,0,35,86,0,0,19,7,28,1,272
2015,18,Manhattan,103,53,1286,251,399,827,347,19,101,0,310,1383,3,53,753,181,0,15,301,387,278,0,2193,394,63.0,0.0,34,112,11,14,42,0,33,56,0,0,28,6,48,0,261
2015,19,Manhattan,130,50,1125,232,364,719,345,23,86,0,284,1253,1,65,706,148,0,16,197,404,270,0,2785,388,68.0,0.0,19,96,4,24,33,0,27,81,0,0,22,5,28,0,243
2015,20,Manhattan,120,66,1391,364,435,935,453,15,103,0,328,1613,5,81,910,200,0,25,266,454,257,0,1998,435,90.0,1.0,24,128,7,31,48,0,34,70,2,0,17,10,52,0,314
2015,21,Manhattan,131,68,1347,275,429,869,404,18,101,0,320,1501,5,65,854,182,0,22,221,472,255,0,2210,448,46.0,0.0,26,106,10,25,31,0,39,85,0,0,13,2,33,0,219
2015,22,Manhattan,123,65,1313,284,444,846,374,27,94,0,299,1486,2,73,837,163,0,18,246,446,275,0,2236,457,72.0,1.0,18,136,8,31,48,0,32,84,0,0,19,9,31,0,245
2015,23,Manhattan,126,70,1353,366,453,929,405,24,104,0,311,1604,7,65,875,188,0,23,274,483,218,0,2096,375,67.0,0.0,20,109,11,29,39,0,35,71,1,0,20,9,29,0,233
2015,24,Manhattan,118,63,1414,349,464,889,446,26,119,0,338,1606,5,63,872,192,0,24,228,560,268,0,1922,433,48.0,0.0,23,96,7,19,33,0,31,94,0,0,21,5,37,0,202
2015,25,Manhattan,117,71,1296,394,459,880,414,21,104,0,312,1566,2,69,914,185,0,18,214,476,231,0,1901,361,89.0,0.0,29,106,8,24,46,0,25,80,1,0,23,5,45,0,202
2015,26,Manhattan,108,64,1197,299,401,784,402,15,66,0,312,1356,1,62,779,161,0,19,211,435,245,0,1944,437,76.0,0.0,36,90,16,32,53,0,43,79,0,0,16,9,51,0,273
2015,27,Manhattan,130,61,1288,282,433,807,396,17,108,0,289,1472,2,63,849,173,0,9,212,453,230,0,2111,369,67.0,0.0,14,105,14,23,36,0,30,50,1,0,24,4,33,0,216
2015,28,Manhattan,121,45,1285,351,436,841,421,18,86,0,277,1525,4,87,843,193,0,24,236,415,309,0,1769,379,86.0,0.0,17,100,10,24,47,0,35,57,0,0,21,6,38,1,261
2015,29,Manhattan,128,71,1335,356,490,879,400,28,93,0,307,1583,3,63,888,190,0,27,255,464,274,0,1650,399,63.0,0.0,28,117,11,24,48,0,35,78,0,0,22,7,48,1,251
2015,30,Manhattan,119,49,1326,368,397,911,460,13,81,0,270,1592,5,64,855,208,0,29,242,459,290,0,1725,415,39.0,0.0,39,86,7,27,46,0,29,71,1,0,14,5,36,2,206
2015,31,Manhattan,99,67,1314,283,446,837,377,15,88,0,340,1423,3,81,772,188,0,19,239,461,251,0,1436,445,79.0,0.0,30,132,16,24,45,0,47,93,0,0,24,10,40,0,242
2015,32,Manhattan,131,56,1419,425,512,949,445,16,109,0,312,1719,2,55,980,182,0,22,272,518,275,0,1841,405,91.0,0.0,26,101,10,29,37,0,22,99,0,0,17,7,33,0,218
2015,33,Manhattan,142,45,1393,376,500,916,428,23,89,0,305,1651,1,70,929,204,0,30,252,470,313,0,1654,372,80.0,0.0,23,132,15,18,63,0,33,87,1,0,19,6,34,0,221
2015,34,Manhattan,119,63,1470,368,533,964,439,15,69,0,314,1706,6,77,940,217,0,31,264,485,275,0,1708,360,49.0,0.0,23,101,8,23,55,1,32,72,0,0,20,9,33,1,183
2015,35,Manhattan,111,46,1427,351,518,901,417,13,86,0,288,1647,2,65,964,208,0,21,235,440,295,0,2015,394,61.0,0.0,25,99,7,20,42,0,27,69,0,0,23,8,36,0,209
2015,36,Manhattan,139,45,1444,355,519,925,429,20,90,0,310,1673,0,95,915,176,0,22,312,463,264,0,1679,418,52.0,0.0,12,94,9,21,38,0,20,60,0,0,25,3,29,0,217
2015,37,Manhattan,118,60,1169,346,448,775,387,10,73,0,248,1445,5,62,799,161,0,19,215,432,233,0,1707,420,56.0,0.0,16,132,10,27,33,0,34,92,0,0,18,4,48,0,222
2015,38,Manhattan,154,74,1469,370,511,993,452,24,87,0,316,1751,3,90,975,208,0,29,287,475,317,0,2260,445,67.0,0.0,20,117,5,25,43,1,34,77,0,0,23,5,45,1,261
2015,39,Manhattan,112,54,1142,335,412,729,408,12,82,0,265,1378,2,51,775,191,0,13,199,412,219,0,2502,379,49.0,0.0,20,118,9,13,33,0,39,57,0,0,15,6,24,1,174
2015,40,Manhattan,115,56,1178,347,405,806,386,20,79,0,276,1420,2,52,793,155,0,23,255,416,218,0,1686,393,75.0,0.0,20,138,19,15,42,1,32,91,0,0,21,5,37,0,272
2015,41,Manhattan,131,73,1465,340,490,953,446,29,91,0,334,1675,6,78,925,193,0,20,269,518,216,0,2129,405,54.0,0.0,16,127,13,27,46,0,33,69,0,0,20,2,46,0,271
2015,42,Manhattan,135,54,1363,378,448,889,458,19,116,0,329,1601,5,70,859,200,0,31,272,493,187,0,1987,421,76.0,0.0,16,125,12,28,48,0,32,67,0,0,13,3,33,0,236
2015,43,Manhattan,64,59,1358,339,427,856,445,17,75,0,283,1537,8,59,856,168,0,16,235,478,192,0,2119,431,63.0,0.0,19,144,15,19,48,0,39,73,0,0,27,5,44,0,242
2015,44,Manhattan,46,52,1116,285,395,715,305,25,59,0,255,1244,3,63,687,164,0,12,205,365,171,0,2090,411,52.0,0.0,18,83,8,21,38,0,35,66,0,0,16,7,29,0,214
2015,45,Manhattan,91,70,1334,378,446,891,406,29,101,0,312,1561,7,71,831,182,0,21,298,463,208,0,1977,456,63.0,0.0,21,121,10,28,30,0,38,68,0,0,25,5,37,0,232
2015,46,Manhattan,125,63,1213,356,428,849,359,15,106,0,276,1481,5,85,732,205,0,24,257,449,161,0,1739,375,68.0,0.0,21,102,18,24,48,0,35,60,0,0,17,3,26,0,257
2015,47,Manhattan,92,59,1333,451,496,852,435,19,133,0,302,1633,3,64,928,194,0,31,223,492,170,0,1827,510,56.0,0.0,19,112,6,22,36,0,35,83,0,0,22,1,40,0,254
2015,48,Manhattan,73,28,1025,294,376,695,258,17,74,0,252,1168,2,50,675,129,0,18,190,356,137,0,1706,397,36.0,0.0,16,93,7,20,33,1,29,62,1,0,23,3,34,0,170
2015,49,Manhattan,105,49,1269,348,459,775,429,20,88,0,267,1504,2,54,862,171,0,13,222,447,165,0,1708,408,60.0,0.0,21,119,13,32,51,0,31,56,0,0,21,5,29,1,231
2015,50,Manhattan,112,59,1277,368,451,868,389,17,91,0,308,1508,4,83,806,191,0,23,250,459,175,0,2348,514,51.0,0.0,18,117,4,25,43,0,39,63,0,1,14,5,60,1,256
2015,51,Manhattan,98,58,1202,319,433,799,342,14,89,0,314,1363,2,91,802,145,0,20,213,404,158,0,1698,411,61.0,0.0,22,102,15,32,44,0,40,54,0,0,20,6,46,0,232
2015,52,Manhattan,76,43,773,153,278,482,204,15,66,0,218,827,1,53,484,91,0,18,146,252,165,0,1643,289,74.0,0.0,14,100,8,17,41,0,32,52,0,0,16,9,39,0,146
2015,53,Manhattan,45,25,526,101,192,315,154,4,32,0,108,589,1,31,326,67,0,11,100,161,135,0,761,186,41.0,0.0,9,44,8,11,24,0,12,26,0,0,8,2,20,0,102
2016,1,Manhattan,137,63,1338,377,467,915,431,18,84,0,337,1578,5,93,885,189,0,23,274,446,181,0,1500,420,59.0,0.0,28,67,8,19,36,2,15,68,0,0,29,4,34,2,153
2016,2,Manhattan,116,69,1303,385,453,901,389,29,101,0,305,1568,3,86,866,157,0,25,262,474,139,0,1556,336,36.0,0.0,26,104,9,25,49,2,27,53,0,0,16,7,41,0,204
2016,3,Manhattan,97,62,1082,322,347,782,354,17,63,0,250,1313,6,60,746,132,0,11,217,391,110,0,1297,292,44.0,0.0,18,82,8,22,31,0,23,41,1,0,12,2,30,0,186
2016,4,Manhattan,90,84,1319,388,449,908,422,12,90,0,297,1584,4,85,875,158,0,23,220,516,141,0,1640,323,44.0,0.0,24,101,15,21,47,0,26,60,1,0,25,2,32,0,185
2016,5,Manhattan,122,78,1389,391,459,958,438,13,112,0,327,1653,2,81,950,198,0,22,265,462,241,0,1627,363,45.0,0.0,20,99,11,21,43,1,31,48,0,0,16,8,32,0,171
2016,6,Manhattan,101,53,1295,377,419,881,427,17,82,0,270,1556,3,71,845,175,0,23,254,455,116,0,1402,286,54.0,0.0,20,91,7,23,44,0,36,69,0,0,16,5,41,1,191
2016,7,Manhattan,106,45,1282,373,451,858,407,17,73,0,263,1543,0,70,905,143,0,13,245,430,179,0,1773,371,35.0,0.0,21,94,8,14,48,0,34,54,1,0,22,4,35,0,186
2016,8,Manhattan,113,66,1272,370,427,887,408,26,73,0,284,1537,3,54,852,162,0,25,217,508,137,0,1594,386,53.0,0.0,20,113,8,23,45,1,26,47,0,0,16,5,34,0,176
2016,9,Manhattan,114,77,1249,268,407,805,372,25,99,0,292,1416,6,61,815,154,0,14,260,398,117,0,1609,441,51.0,0.0,21,102,8,23,39,0,35,50,0,0,23,3,51,0,201
2016,10,Manhattan,127,58,1412,293,500,865,399,22,104,0,326,1564,2,74,889,181,0,25,235,484,213,0,2241,452,50.0,0.0,18,108,6,14,41,0,28,64,3,2,17,1,36,0,195
2016,11,Manhattan,101,73,1320,219,392,792,355,30,144,0,277,1436,3,64,788,168,0,13,236,441,154,0,1768,420,10.0,0.0,11,34,6,13,2,12,0,5,11,10,0,1,2,14,25
2016,12,Manhattan,103,63,1235,162,348,783,333,28,71,0,290,1273,4,61,707,150,0,24,209,408,149,0,1959,409,14.0,0.0,9,45,9,10,0,16,0,4,16,12,0,2,7,12,26
2016,13,Manhattan,114,55,1200,201,368,772,352,14,64,0,307,1263,5,63,725,166,0,15,238,358,151,0,2088,459,16.0,0.0,7,31,4,9,1,11,0,7,14,19,0,2,7,14,39
2016,14,Manhattan,71,66,1299,254,369,835,387,10,89,0,285,1405,4,59,770,163,0,13,247,434,128,0,1806,476,9.0,0.0,12,34,6,4,0,17,0,4,8,13,0,0,7,5,29
2016,15,Manhattan,108,60,1339,267,417,878,387,8,84,0,314,1460,2,58,859,162,0,21,224,448,196,0,2333,480,23.0,0.0,7,49,3,6,0,9,0,2,13,12,0,0,3,12,25
2016,16,Manhattan,98,63,1226,223,386,784,344,15,81,0,297,1313,5,61,693,169,0,21,226,435,262,0,2795,523,17.0,0.0,11,78,9,6,0,12,0,8,11,10,0,2,4,16,29
2016,17,Manhattan,112,75,1301,183,388,811,356,31,85,0,303,1368,4,57,777,164,0,18,273,378,202,0,2468,430,11.0,0.0,8,58,6,7,0,8,0,4,13,10,0,3,5,7,17
2016,18,Manhattan,120,61,1235,222,384,802,344,21,87,0,321,1317,3,68,757,173,0,28,208,401,172,0,2584,516,41.0,0.0,17,111,7,28,1,31,0,23,14,22,0,2,23,26,56
2016,19,Manhattan,134,59,1399,250,479,824,408,18,113,0,347,1495,2,69,877,196,0,24,240,434,236,0,2641,609,62.0,0.0,30,165,13,36,2,56,0,31,42,41,0,4,29,46,82
2016,20,Manhattan,105,57,1427,276,464,905,394,13,89,0,321,1544,1,74,849,190,0,24,265,462,233,0,2864,580,89.0,0.0,33,168,10,30,1,64,0,33,52,49,0,6,26,43,99
2016,21,Manhattan,147,52,1233,250,409,799,363,21,90,0,305,1377,3,60,763,196,0,27,210,423,258,0,2446,534,51.0,0.0,29,136,12,21,1,46,0,32,35,35,0,8,27,42,68
2016,22,Manhattan,124,43,1204,187,396,722,343,23,74,0,330,1228,1,48,720,152,0,17,209,411,232,0,2099,456,51.0,0.0,22,130,9,24,0,51,1,29,26,25,0,9,18,32,61
2016,23,Manhattan,130,43,1283,198,394,793,367,20,80,0,323,1331,2,67,753,179,0,18,205,430,223,0,2474,553,55.0,0.0,27,144,7,30,0,57,0,33,36,39,0,5,25,25,82
2016,24,Manhattan,141,59,1179,240,438,758,321,21,81,0,288,1331,6,48,811,159,0,15,219,361,272,0,2760,601,63.0,0.0,19,148,12,29,0,61,0,30,28,42,0,3,28,30,85
2016,25,Manhattan,128,58,1195,245,403,771,347,21,84,0,283,1343,1,74,749,202,0,17,189,394,250,0,2402,563,71.0,0.0,33,148,10,25,0,59,0,26,27,40,0,9,28,45,67
2016,26,Manhattan,108,67,1243,203,425,755,353,12,76,0,276,1345,3,62,752,157,0,21,221,405,252,0,1963,478,50.0,0.0,25,146,15,21,0,43,0,20,30,41,1,8,23,31,90
2016,27,Manhattan,107,39,1163,148,376,664,316,16,85,0,235,1222,1,50,680,159,0,14,198,355,238,0,2304,421,70.0,0.0,18,119,16,24,0,39,1,23,27,31,0,8,19,27,75
2016,28,Manhattan,110,36,1122,133,338,696,284,21,62,0,260,1141,1,57,671,128,0,12,239,293,262,0,1796,499,67.0,0.0,27,144,14,24,2,53,1,32,38,32,0,9,25,41,62
2016,29,Manhattan,104,38,1158,122,316,731,310,19,46,0,254,1168,3,38,630,157,0,12,252,330,298,0,1785,489,46.0,0.0,21,173,15,26,1,62,0,24,37,29,0,8,24,38,77
2016,30,Manhattan,94,35,1072,194,360,647,290,20,78,0,238,1157,3,59,667,159,0,11,180,316,289,0,1361,448,63.0,0.0,29,172,17,21,0,41,1,33,40,52,0,8,24,37,74
2016,31,Manhattan,118,33,1241,194,432,752,326,12,64,0,269,1317,1,65,742,167,0,22,206,383,275,0,2067,473,56.0,0.0,19,114,11,17,0,49,0,29,40,51,0,5,14,28,79
2016,32,Manhattan,115,37,1101,229,361,709,318,16,78,0,305,1177,1,62,691,161,0,27,197,343,277,0,1538,465,59.0,0.0,21,114,16,21,0,43,0,42,26,33,0,8,13,42,82
2016,33,Manhattan,107,39,1161,271,369,752,363,17,77,0,262,1316,2,45,722,161,0,27,214,407,252,0,1458,423,63.0,0.0,27,147,13,27,2,39,0,26,25,42,0,11,13,40,75
2016,34,Manhattan,106,38,1311,244,387,824,394,23,71,0,294,1405,2,75,795,174,0,15,218,420,332,0,1799,409,57.0,0.0,22,157,19,21,0,24,0,34,28,36,0,7,20,29,73
2016,35,Manhattan,106,48,1271,230,447,772,350,22,64,0,278,1377,2,66,688,180,0,23,329,367,236,0,1885,436,49.0,0.0,26,110,20,23,2,29,0,21,25,21,0,10,15,31,68
2016,36,Manhattan,130,39,1160,227,374,755,352,14,61,0,267,1289,2,57,732,160,0,12,175,418,257,0,2059,474,42.0,0.0,25,145,26,24,0,47,1,15,29,26,0,6,15,31,68
2016,37,Manhattan,120,50,1233,272,408,859,329,17,62,0,280,1395,3,63,802,171,0,17,214,405,287,0,2171,524,59.0,0.0,17,147,20,26,0,68,0,27,27,33,0,7,21,33,91
2016,38,Manhattan,103,55,1070,228,369,743,269,11,64,0,235,1221,7,62,651,156,0,16,211,353,280,0,2260,604,55.0,0.0,22,168,7,18,0,42,0,23,37,27,0,7,24,20,60
2016,39,Manhattan,71,47,1125,248,341,738,333,11,68,0,267,1224,3,56,703,132,0,20,220,357,225,0,2001,482,43.0,0.0,29,133,12,19,1,24,0,30,27,45,0,6,22,30,61
2016,40,Manhattan,93,59,1245,252,367,861,352,16,53,0,267,1382,2,56,729,206,0,26,250,380,230,0,2199,413,61.0,0.0,18,125,14,18,0,41,0,38,29,29,0,8,14,41,75
2016,41,Manhattan,112,58,1260,264,440,793,356,21,84,0,288,1406,5,49,801,172,0,18,240,409,258,0,2308,441,47.0,0.0,26,122,10,16,1,31,0,39,36,28,0,6,16,36,61
2016,42,Manhattan,95,52,1306,283,437,803,389,21,86,0,304,1432,2,79,802,167,0,25,244,417,217,1,1826,430,56.0,0.0,27,140,22,15,1,35,1,38,36,32,0,4,19,32,67
2016,43,Manhattan,90,73,1171,275,380,765,391,16,57,0,276,1333,6,56,756,154,0,15,234,388,201,6,2124,479,49.0,0.0,25,160,24,16,0,42,1,51,37,24,0,2,10,27,74
2016,44,Manhattan,115,65,1145,212,375,770,323,16,53,0,237,1300,5,38,699,145,0,22,197,431,159,9,2019,517,77.0,0.0,24,148,22,19,0,41,0,43,33,36,0,6,22,43,78
2016,45,Manhattan,107,50,1007,192,374,612,278,15,77,0,249,1107,2,48,603,138,0,9,249,307,150,3,1820,468,48.0,0.0,14,151,8,21,0,41,1,31,44,29,0,7,17,30,63
2016,46,Manhattan,122,52,1179,248,377,805,342,20,57,0,287,1314,2,66,708,159,0,22,247,397,203,5,2117,573,41.0,0.0,27,180,17,28,1,46,0,28,39,36,0,9,26,35,72
2016,47,Manhattan,107,50,949,174,361,595,252,15,57,0,244,1036,4,61,577,136,0,18,178,306,147,4,1874,492,32.0,0.0,17,144,12,16,1,40,0,25,33,23,0,10,9,37,54
2016,48,Manhattan,111,57,1085,227,333,720,338,14,75,0,273,1207,2,55,673,156,0,18,201,375,164,2,1885,513,62.0,0.0,17,192,11,10,0,41,0,39,24,37,0,8,15,36,67
2016,49,Manhattan,104,64,1093,284,335,788,348,8,66,0,273,1272,7,61,725,128,0,22,218,384,154,2,1853,506,40.0,0.0,24,165,9,30,1,41,0,30,41,29,0,6,14,37,80
2016,50,Manhattan,112,58,996,254,341,688,306,19,66,0,273,1147,7,62,640,134,0,14,198,365,129,7,1903,454,51.0,0.0,19,159,15,22,0,42,0,24,24,31,0,6,10,29,87
