Felony,Misdemeanor,Violation,year_week_borough
74,136,0,2018_3_Staten island
62,150,0,2018_4_Staten island
70,147,0,2018_5_Staten island
56,137,0,2018_6_Staten island
79,143,0,2018_7_Staten island
48,145,0,2018_8_Staten island
60,147,0,2018_9_Staten island
66,116,0,2018_10_Staten island
86,147,0,2018_11_Staten island
51,123,0,2018_12_Staten island
61,127,0,2018_13_Staten island
63,166,0,2018_14_Staten island
56,155,0,2018_15_Staten island
80,159,1,2018_16_Staten island
59,138,0,2018_17_Staten island
50,144,0,2018_18_Staten island
69,153,1,2018_19_Staten island
85,141,1,2018_20_Staten island
66,133,0,2018_21_Staten island
83,131,0,2018_22_Staten island
72,124,0,2018_23_Staten island
58,121,1,2018_24_Staten island
60,131,0,2018_25_Staten island
78,101,0,2018_26_Staten island
72,117,0,2018_27_Staten island
57,126,0,2018_28_Staten island
56,168,0,2018_29_Staten island
74,142,0,2018_30_Staten island
64,145,1,2018_31_Staten island
68,132,0,2018_32_Staten island
80,125,1,2018_33_Staten island
78,135,0,2018_34_Staten island
71,110,0,2018_35_Staten island
62,108,1,2018_36_Staten island
66,125,0,2018_37_Staten island
77,155,0,2018_38_Staten island
59,90,0,2018_39_Staten island
70,108,1,2018_40_Staten island
68,155,1,2018_41_Staten island
81,135,2,2018_42_Staten island
77,130,1,2018_43_Staten island
71,116,0,2018_44_Staten island
80,115,1,2018_45_Staten island
78,104,0,2018_46_Staten island
64,93,0,2018_47_Staten island
81,137,0,2018_48_Staten island
62,163,0,2018_49_Staten island
54,93,0,2018_50_Staten island
59,108,0,2018_51_Staten island
44,88,0,2018_52_Staten island
